iterStep,process,time
0,health serialization,0.16985678672790527
1,order serialization,0.17903637886047363
2,health serialization,0.04092264175415039
3,order serialization,0.1257638931274414
4,health serialization,0.041330575942993164
5,order serialization,0.13045954704284668
6,health serialization,0.04160356521606445
7,order serialization,0.13084626197814941
8,health serialization,0.04243302345275879
9,order serialization,0.1267843246459961
10,health serialization,0.041962623596191406
11,order serialization,0.12782549858093262
12,health serialization,0.04172086715698242
13,order serialization,0.1305680274963379
14,health serialization,0.04157662391662598
15,order serialization,0.13038897514343262
16,health serialization,0.042246103286743164
17,order serialization,0.12741398811340332
18,health serialization,0.04152274131774902
19,order serialization,0.12748146057128906
20,health serialization,0.04149746894836426
21,order serialization,0.12732934951782227
22,health serialization,0.04198312759399414
23,order serialization,0.12839913368225098
24,health serialization,0.04114937782287598
25,order serialization,0.12943339347839355
26,health serialization,0.04163622856140137
27,order serialization,0.13148975372314453
28,health serialization,0.041963815689086914
29,order serialization,0.13189959526062012
30,health serialization,0.04140043258666992
31,order serialization,0.12974238395690918
32,health serialization,0.0419926643371582
33,order serialization,0.12845826148986816
34,health serialization,0.04220294952392578
35,order serialization,0.12508654594421387
36,health serialization,0.04188823699951172
37,order serialization,0.12955260276794434
38,health serialization,0.041548967361450195
39,order serialization,0.12922358512878418
40,health serialization,0.04240584373474121
41,order serialization,0.13042664527893066
42,health serialization,0.04246926307678223
43,order serialization,0.12972474098205566
44,health serialization,0.04121518135070801
45,order serialization,0.1292257308959961
46,health serialization,0.04264712333679199
47,order serialization,0.1306912899017334
48,health serialization,0.0426480770111084
49,order serialization,0.12880825996398926
50,health serialization,0.041600942611694336
51,order serialization,0.13082075119018555
52,health serialization,0.04217052459716797
53,order serialization,0.12871503829956055
54,health serialization,0.04135704040527344
55,order serialization,0.12962675094604492
56,health serialization,0.04251909255981445
57,order serialization,0.12823033332824707
58,health serialization,0.04190206527709961
59,order serialization,0.13076233863830566
60,health serialization,0.04266214370727539
61,order serialization,0.13193058967590332
62,health serialization,0.041502952575683594
63,order serialization,0.13199353218078613
64,health serialization,0.0422208309173584
65,order serialization,0.13077402114868164
66,health serialization,0.04252958297729492
67,order serialization,0.12884855270385742
68,health serialization,0.04182147979736328
69,order serialization,0.1291964054107666
70,health serialization,0.041925907135009766
71,order serialization,0.12898635864257812
72,health serialization,0.04321575164794922
73,order serialization,0.12791657447814941
74,health serialization,0.04286646842956543
75,order serialization,0.13093852996826172
76,health serialization,0.042508840560913086
77,order serialization,0.13080310821533203
78,health serialization,0.04323267936706543
79,order serialization,0.12906599044799805
80,health serialization,0.04148149490356445
81,order serialization,0.1260509490966797
82,health serialization,0.04204297065734863
83,order serialization,0.12743067741394043
84,health serialization,0.04158782958984375
85,order serialization,0.13089489936828613
86,health serialization,0.04210162162780762
87,order serialization,0.12970376014709473
88,health serialization,0.04144644737243652
89,order serialization,0.13100719451904297
90,health serialization,0.042255401611328125
91,order serialization,0.1260671615600586
92,health serialization,0.042470455169677734
93,order serialization,0.12785911560058594
94,health serialization,0.04213547706604004
95,order serialization,0.1305224895477295
96,health serialization,0.043697357177734375
97,order serialization,0.1292719841003418
98,health serialization,0.04351186752319336
99,order serialization,0.1316239833831787
100,health serialization,0.04240822792053223
101,order serialization,0.13031840324401855
102,health serialization,0.041965484619140625
103,order serialization,0.12736916542053223
104,health serialization,0.041466712951660156
105,order serialization,0.13388848304748535
106,health serialization,0.04204988479614258
107,order serialization,0.13021063804626465
108,health serialization,0.04233574867248535
109,order serialization,0.1290578842163086
110,health serialization,0.04242444038391113
111,order serialization,0.1293010711669922
112,health serialization,0.04188728332519531
113,order serialization,0.12727093696594238
114,health serialization,0.04184460639953613
115,order serialization,0.12695670127868652
116,health serialization,0.04163026809692383
117,order serialization,0.12826752662658691
118,health serialization,0.041654348373413086
119,order serialization,0.12750029563903809
120,health serialization,0.04238724708557129
121,order serialization,0.1310272216796875
122,health serialization,0.04179549217224121
123,order serialization,0.13144731521606445
124,health serialization,0.042523860931396484
125,order serialization,0.1302046775817871
126,health serialization,0.04231882095336914
127,order serialization,0.13297748565673828
128,health serialization,0.042073965072631836
129,order serialization,0.1334066390991211
130,health serialization,0.04280495643615723
131,order serialization,0.12970638275146484
132,health serialization,0.04212689399719238
133,order serialization,0.1298213005065918
134,health serialization,0.04253816604614258
135,order serialization,0.13304781913757324
136,health serialization,0.042763471603393555
137,order serialization,0.1301100254058838
138,health serialization,0.04188871383666992
139,order serialization,0.13064146041870117
140,health serialization,0.04173636436462402
141,order serialization,0.1306440830230713
142,health serialization,0.044573307037353516
143,order serialization,0.12969255447387695
144,health serialization,0.04195976257324219
145,order serialization,0.1298198699951172
146,health serialization,0.041403770446777344
147,order serialization,0.1328132152557373
148,health serialization,0.04216480255126953
149,order serialization,0.1311326026916504
150,health serialization,0.04349970817565918
151,order serialization,0.1318657398223877
152,health serialization,0.04259300231933594
153,order serialization,0.12972474098205566
154,health serialization,0.042868852615356445
155,order serialization,0.128861665725708
156,health serialization,0.04128241539001465
157,order serialization,0.13167524337768555
158,health serialization,0.04257941246032715
159,order serialization,0.1295022964477539
160,health serialization,0.04219484329223633
161,order serialization,0.13298487663269043
162,health serialization,0.04209184646606445
163,order serialization,0.13213849067687988
164,health serialization,0.04210233688354492
165,order serialization,0.13083243370056152
166,health serialization,0.042052268981933594
167,order serialization,0.1306746006011963
168,health serialization,0.04266786575317383
169,order serialization,0.13242745399475098
170,health serialization,0.04204535484313965
171,order serialization,0.12866806983947754
172,health serialization,0.042034149169921875
173,order serialization,0.12972712516784668
174,health serialization,0.041468143463134766
175,order serialization,0.1297612190246582
176,health serialization,0.04168868064880371
177,order serialization,0.12833809852600098
178,health serialization,0.04583573341369629
179,order serialization,0.12997174263000488
180,health serialization,0.04268145561218262
181,order serialization,0.12969040870666504
182,health serialization,0.04254961013793945
183,order serialization,0.13032174110412598
184,health serialization,0.041957855224609375
185,order serialization,0.133162260055542
186,health serialization,0.04245758056640625
187,order serialization,0.13753056526184082
188,health serialization,0.0425412654876709
189,order serialization,0.13070392608642578
190,health serialization,0.04206967353820801
191,order serialization,0.12857866287231445
192,health serialization,0.04188418388366699
193,order serialization,0.1293795108795166
194,health serialization,0.04195141792297363
195,order serialization,0.12588214874267578
196,health serialization,0.04164004325866699
197,order serialization,0.1303408145904541
198,health serialization,0.04239511489868164
199,order serialization,0.13145804405212402
