iterStep,process,time
0,health serialization,0.00019931793212890625
1,health deserialization,1.6794674396514893
1,health serialization,0.0005114078521728516
2,health deserialization,1.1321275234222412
2,order serialization,0.0016717910766601562
3,ORDER deserialization,1.1349477767944336
3,health serialization,0.0004973411560058594
4,health deserialization,1.1365258693695068
4,health serialization,0.0005629062652587891
5,health deserialization,1.1329402923583984
5,order serialization,0.002242565155029297
6,ORDER deserialization,1.1388161182403564
6,health serialization,0.0005891323089599609
7,health deserialization,1.1308388710021973
7,health serialization,0.0005698204040527344
8,health deserialization,1.1358554363250732
8,order serialization,0.0017244815826416016
9,ORDER deserialization,1.1388468742370605
9,health serialization,0.0005829334259033203
10,health deserialization,1.1316862106323242
10,health serialization,0.0005936622619628906
11,health deserialization,1.1287167072296143
11,order serialization,0.0019142627716064453
12,ORDER deserialization,1.137352705001831
12,health serialization,0.0005848407745361328
13,health deserialization,1.1340487003326416
13,health serialization,0.0005655288696289062
14,health deserialization,1.1283361911773682
14,order serialization,0.000926971435546875
15,ORDER deserialization,1.139477252960205
15,health serialization,0.0004949569702148438
16,health deserialization,1.1354382038116455
16,health serialization,0.0006072521209716797
17,health deserialization,1.1376142501831055
17,order serialization,0.0018115043640136719
18,ORDER deserialization,1.131481409072876
18,health serialization,0.000438690185546875
19,health deserialization,1.1321351528167725
19,health serialization,0.0005834102630615234
20,health deserialization,1.134228229522705
20,order serialization,0.0017764568328857422
21,ORDER deserialization,1.1331310272216797
21,health serialization,0.0005550384521484375
22,health deserialization,1.1315116882324219
22,health serialization,0.0005881786346435547
23,health deserialization,1.1339337825775146
23,order serialization,0.0014405250549316406
24,ORDER deserialization,1.1415684223175049
24,health serialization,0.0005674362182617188
25,health deserialization,1.1306040287017822
25,health serialization,0.0005011558532714844
26,health deserialization,1.132293701171875
26,order serialization,0.0019195079803466797
27,ORDER deserialization,1.1332106590270996
27,health serialization,0.0004982948303222656
28,health deserialization,1.13592529296875
28,health serialization,0.0004892349243164062
29,health deserialization,1.1294896602630615
29,order serialization,0.0008919239044189453
30,ORDER deserialization,1.137465476989746
30,health serialization,0.0007498264312744141
31,health deserialization,1.128889799118042
31,health serialization,0.0007078647613525391
32,health deserialization,1.1291894912719727
32,order serialization,0.0025582313537597656
33,ORDER deserialization,1.1424758434295654
33,health serialization,0.00048661231994628906
34,health deserialization,1.1388263702392578
34,health serialization,0.0005233287811279297
35,health deserialization,1.1314458847045898
35,order serialization,0.0012984275817871094
36,ORDER deserialization,1.1330888271331787
36,health serialization,0.0005667209625244141
37,health deserialization,1.1267578601837158
37,health serialization,0.0006661415100097656
38,health deserialization,1.1273388862609863
38,order serialization,0.001447439193725586
39,ORDER deserialization,1.1335811614990234
39,health serialization,0.0006577968597412109
40,health deserialization,1.1282711029052734
40,health serialization,0.0006315708160400391
41,health deserialization,1.128117561340332
41,order serialization,0.0017299652099609375
42,ORDER deserialization,1.137634515762329
42,health serialization,0.0005645751953125
43,health deserialization,1.1347076892852783
43,health serialization,0.0007293224334716797
44,health deserialization,1.1352994441986084
44,order serialization,0.001528024673461914
45,ORDER deserialization,1.131793737411499
45,health serialization,0.0006611347198486328
46,health deserialization,1.131441593170166
46,health serialization,0.0006361007690429688
47,health deserialization,1.1305444240570068
47,order serialization,0.002109050750732422
48,ORDER deserialization,1.1406550407409668
48,health serialization,0.0005819797515869141
49,health deserialization,1.1296191215515137
49,health serialization,0.0004856586456298828
50,health deserialization,1.1361117362976074
50,order serialization,0.0017876625061035156
51,ORDER deserialization,1.129377841949463
51,health serialization,0.00046539306640625
52,health deserialization,1.1326532363891602
52,health serialization,0.0006415843963623047
53,health deserialization,1.1285762786865234
53,order serialization,0.0022079944610595703
54,ORDER deserialization,1.1309394836425781
54,health serialization,0.0006659030914306641
55,health deserialization,1.1300280094146729
55,health serialization,0.0006086826324462891
56,health deserialization,1.1350371837615967
56,order serialization,0.0008242130279541016
57,ORDER deserialization,1.1336195468902588
57,health serialization,0.0005538463592529297
58,health deserialization,1.1329748630523682
58,health serialization,0.0005550384521484375
59,health deserialization,1.1326484680175781
59,order serialization,0.0022885799407958984
60,ORDER deserialization,1.1310155391693115
60,health serialization,0.0003666877746582031
61,health deserialization,1.1329281330108643
61,health serialization,0.0005838871002197266
62,health deserialization,1.129194974899292
62,order serialization,0.002115964889526367
63,ORDER deserialization,1.1353998184204102
63,health serialization,0.0005784034729003906
64,health deserialization,1.1269569396972656
64,health serialization,0.00046539306640625
65,health deserialization,1.1346549987792969
65,order serialization,0.0007181167602539062
66,ORDER deserialization,1.132248878479004
66,health serialization,0.0002567768096923828
67,health deserialization,1.1315028667449951
67,health serialization,0.0002484321594238281
68,health deserialization,1.1288776397705078
68,order serialization,0.0007469654083251953
69,ORDER deserialization,1.135200023651123
69,health serialization,0.0002377033233642578
70,health deserialization,1.1332943439483643
70,health serialization,0.0003666877746582031
71,health deserialization,1.129209041595459
71,order serialization,0.0015354156494140625
72,ORDER deserialization,1.130946159362793
